"","Item_ID","Sentence","HaveNeedTo","Finite","ModalPresent","QuestionType","DegreeQ","SubjectAuxInv","WhAll","MatrixNegPresent","EmbeddedNegPresent","QuantifiedSubject","QuantifiedPredicate","Wh","MatrixNegation","MatrixDoSupport","MatrixPred1","MatrixPred2","MatVerbPart","Modal","EmbeddedNegation","Verb1","Verb2","Verb3","DeterminerSubject","DeterminerNonSubject","FullWhPhrase","DeterminerSubjPresent","DeterminerNonSubjPresent","WhNode","WhParse","Question","SentenceParse","WhPhaseType","IdentityQ"
"90","85780:27","i think that they have a system where, uh, they, the government deals with the, with,","no","yes","no","subject","no","","","","","","","where","","","think","","","","","deals","","","the government","the government","where","no","no",NA,"(WRB where)","where, uh, they, the government deals with the, with","(TOP (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (IN that) (S (NP-SBJ (PRP they)) (VP (VBP have) (NP (NP (DT a) (NN system)) (SBAR (WHADVP (WRB where)) (, ,) (INTJ (UH uh)) (, ,) (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP they)) (, ,) (IP (-DFL- \+))) (NP-SBJ (DT the) (NN government)) (RS (-DFL- \])) (VP (VBZ deals) (EDITED (RM (-DFL- \[)) (PP (IN with) (NP-UNF (DT the))) (, ,) (IP (-DFL- \+))) (PP-UNF (IN with)))))))))) (, ,) (RS (-DFL- \])) (-DFL- N_S)))","monomorphemic","no"
"91","87182:41","i just love *-1 sharing meals and, and whatever you can do *t*-2, you know, * to do that.","no","","yes","embadjunct","no","","","","","","","whatever","","","love","","","can","","do","know","do","","that","","no","no",NA,"(WP whatever)","whatever you can do *t*-2, you know, * to do that","(TOP (S (NP-SBJ-1 (PRP I)) (ADVP (RB just)) (VP (VBP love) (S (NP-SBJ (-NONE- *-1)) (VP (VP (VBG sharing) (NP (NNS meals))) (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (SBAR-NOM-ETC (WHNP-2 (WP whatever)) (S (NP-SBJ (PRP you)) (VP (MD can) (VP (VB do) (NP (-NONE- *T*-2)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (S-PRP (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (DT that)))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"92","88330:24","i did some typing for my father when he had the company *t*-1","no","yes","no","embadjunct","no","","","","","","company","when","","did","did","","","","","had","","","","the company","","no","no",NA,"(WRB when)","when he had the company *t*-1","(TOP (S (NP-SBJ (PRP I)) (VP (VBD did) (NP (DT some) (VBG typing)) (PP (IN for) (NP (PRP$ my) (NN father))) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP he)) (VP (VBD had) (NP (DT the) (NN company)) (ADVP-TMP (-NONE- *T*-1)))))) (-DFL- E_S)))","monomorphemic","no"
"93","88776:47","uh, depending on what they want *-1 to specialize in *t*-2 and what you can afford *t*-3, different things like that,","no","","yes","relative","no","","","","","","","what","","","","","","can","","afford","","","","","what","no","no",NA,"(WP what)","what you can afford *t*-3","(TOP (FRAG (INTJ (UH Uh)) (, ,) (PP (VBG depending) (PP (IN on) (NP (NP (SBAR-NOM (WHNP-2 (WP what)) (S (NP-SBJ-1 (PRP they)) (VP (VBP want) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB specialize) (PP (IN in) (NP (-NONE- *T*-2))))))))) (CC and) (SBAR-NOM (WHNP-3 (WP what)) (S (NP-SBJ (PRP you)) (VP (MD can) (VP (VB afford) (NP (-NONE- *T*-3))))))) (, ,) (NP (NP (JJ different) (NNS things)) (PP (IN like) (NP (DT that))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"94","89547:92","and, uh, the idea of * ever owning anything that *t*-1 has four thousand square feet in it, for less than two hundred twenty thousand dollars, which *t*-2 is probably about what their equity *ich*-6 is *t*-3, that they got *t*-4 out of *-5 selling their house.","no","yes","no","relative","no","","","","","","","which","","","","","","","","is","probably","about","","","which","no","no",NA,"(WDT which)","which *t*-2 is probably about what their equity *ich*-6 is *t*-3, that they got *t*-4 out of *-5 selling their house","(TOP (FRAG (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT the) (NN idea)) (PP (IN of) (S-NOM (NP-SBJ (-NONE- *)) (VP (ADVP-TMP (RB ever)) (VBG owning) (NP (NP (NN anything)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ has) (NP (NP (QP (CD four) (CD thousand)) (JJ square) (NNS feet)) (PP-LOC (IN in) (NP (PRP it))))))) (, ,) (PP (IN for) (ADJP (ADJP (RBR less)) (PP (IN than) (NP (NP (QP (CD two) (CD hundred) (CD twenty) (CD thousand)) (NNS dollars)) (, ,) (SBAR (WHNP-2 (WDT which)) (S (NP-SBJ (-NONE- *T*-2)) (VP (VBZ is) (ADVP (RB probably)) (SBAR-NOM-PRD (ADVP (RB about)) (WHNP-3 (WP what)) (S (NP-SBJ (NP (PRP$ their) (NN equity)) (SBAR (-NONE- *ICH*-6))) (VP (VBZ is) (NP-PRD (-NONE- *T*-3)) (, ,) (SBAR-6 (WHNP-4 (WDT that)) (S (NP-SBJ-5 (PRP they)) (VP (VBD got) (NP (-NONE- *T*-4)) (PP (IN out) (PP (IN of) (S-NOM (NP-SBJ (-NONE- *-5)) (VP (VBG selling) (NP (PRP$ their) (NN house)))))))))))))))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"95","91165:54","that kind of was, um, kind of a pop psychology time for wh-, when a lot of books like that were coming out *t*-2, i think 0 *t*-1.","no","yes","no","embadjunct","no","","","","","","","when","","","was","","","","","were","coming","","a lot of books like that","a lot of books like that","","yes","no",NA,"(WRB when)","wh-, when a lot of books like that were coming out *t*-2","(TOP (S (S-TPC-1 (NP-SBJ (DT That)) (ADVP (NN kind) (IN of)) (VP (VBD was) (, ,) (INTJ (UH um)) (, ,) (ADVP (RB kind) (RB of)) (NP-PRD (DT a) (JJ pop) (NN psychology) (NN time)) (EDITED (PP-UNF (IN for))) (SBAR-TMP (EDITED (RM (-DFL- \[)) (WHADVP-UNF (WRB wh-)) (, ,) (IP (-DFL- \+))) (WHADVP-2 (WRB when)) (RS (-DFL- \])) (S (NP-SBJ (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NNS books)) (PP (IN like) (NP (DT that)))))) (VP (VBD were) (VP (VBG coming) (PRT (RP out)) (ADVP-TMP (-NONE- *T*-2)))))))) (, ,) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (-NONE- *T*-1)))) (. .) (-DFL- E_S)))","monomorphemic","no"
"96","91987:39","but we were pretty convinced 0 he was a full, hermit who *t*-1 lived up in, the woods, that he'd come in his little log boat down the river,","no","yes","no","subject","no","","","","","","","who","","","pretty","","","","","lived","","","","the woods","who","no","no",NA,"(WP who)","who *t*-1 lived up in, the woods","(TOP (S (CC but) (NP-SBJ (PRP we)) (VP (VBD were) (ADJP-PRD (RB pretty) (JJ convinced) (SBAR (SBAR (-NONE- 0) (S (NP-SBJ (PRP he)) (VP (VBD was) (NP-PRD (NP (DT a) (JJ full) (, ,) (NN hermit)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD lived) (PP-LOC (IN up) (PP (IN in) (, ,) (NP (DT the) (NNS woods))))))))))) (, ,) (SBAR (WDT that) (S (NP-SBJ (PRP he)) (VP (MD 'd) (VP (VB come) (PP-LOC (IN in) (NP (PRP$ his) (JJ little) (NN log) (NN boat))) (PP-DIR (IN down) (NP (DT the) (NN river)))))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"97","96534:18","*-2 having a daughter who *t*-1 has gone into this, into engineering, i sort of watched progress *-2 to see if she did anything differently than i did.","no","yes","no","relative","no","","","","","","gone","who","","","","","","","","has","gone","","","this","who","no","no",NA,"(WP who)","who *t*-1 has gone into this, into engineering","(TOP (S (S-ADV (NP-SBJ (-NONE- *-2)) (VP (VBG having) (NP (NP (DT a) (NN daughter)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ has) (VP (VBN gone) (EDITED (RM (-DFL- \[)) (PP (IN into) (NP (DT this))) (, ,) (IP (-DFL- \+))) (PP (IN into) (NP (NN engineering)))))))))) (, ,) (RS (-DFL- \])) (NP-SBJ-2 (PRP I)) (ADVP (RB sort) (RB of)) (VP (VBD watched) (NP (NN progress)) (S-PRP (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB see) (SBAR (IN if) (S (NP-SBJ (PRP she)) (VP (VBD did) (NP (NN anything)) (ADVP (ADVP (RB differently)) (SBAR (IN than) (S (NP-SBJ (PRP I)) (VP (VBD did)))))))))))) (. .) (-DFL- E_S)))","monomorphemic",""
"98","97841:4","how was that *t*-1?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","was","","","that","","","yes","",NA,"(WRB How)","how was that *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBD was) (NP-SBJ (DT that)) (ADVP-PRD (-NONE- *T*-1))) (. ?) (-DFL- E_S)))","monomorphemic","yes"
"99","99791:20","and they said something about how you don't realize 0 even just your small contribution *t*-1,","no","yes","no","relative","no","","","","yes","small","small","how","","","","","","","n't","do","n't","realize","","","how","no","no",NA,"(WRB how)","how you don't realize 0 even just your small contribution *t*-1","(TOP (S (CC and) (NP-SBJ (PRP they)) (VP (VBD said) (NP (NP (NN something)) (PP (IN about) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP you)) (VP (VBP do) (RB n't) (VP (VB realize) (SBAR (-NONE- 0) (S-UNF (NP-SBJ (RB even) (RB just) (PRP$ your) (JJ small) (NN contribution)))) (ADVP (-NONE- *T*-1))))))))) (, ,)))","monomorphemic","no"
"100","101752:4","what's that mean *t*-1?.","no","yes","no","root","no","yes","","","","","","what","","","","","","","","'s","mean","","that","","","yes","no",NA,"(WP what)","what's that mean *t*-1?.","(TOP (SBARQ (WHNP-1 (WP what)) (SQ (BES 's) (NP-SBJ (DT that)) (VP (VB mean) (NP (-NONE- *T*-1)))) (. ?) (. .) (-DFL- E_S)))","monomorphemic","no"
"101","103233:9","so, how do you feel about capital punishment *t*-1?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","do","feel","capital","","","","no","no",NA,"(WRB how)","so, how do you feel about capital punishment *t*-1?","(TOP (SBARQ (INTJ (UH So)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (JJ capital) (NN punishment))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","yes"
"102","103492:7","and when she heard the topic *t*-1, she said, capital punishment,","no","yes","no","embadjunct","no","","","","","","","when","","","","","","","","heard","","","","the topic","","no","yes",NA,"(WRB when)","when she heard the topic *t*-1","(TOP (S (CC and) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP she)) (VP (VBD heard) (NP (DT the) (NN topic)) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-SBJ (PRP she)) (VP (VBD said) (, ,) (NP-SEZ (JJ capital) (NN punishment))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"103","103785:54","and, uh, we try *-1 to make contact with them periodically *-3 to see what *t*-2's going on and stuff, too,","no","yes","no","adjunct","no","","","","","","","what","","","make","","","","","'s","going","","","","","no","no",NA,"(WP what)","what *t*-2's going on","(TOP (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ-1 (PRP we)) (VP (VBP try) (S (NP-SBJ-3 (-NONE- *-1)) (VP (TO to) (VP (VB make) (NP (NP (NN contact)) (PP (IN with) (NP (PRP them)))) (ADVP-TMP (RB periodically)) (S-PRP (NP-SBJ (-NONE- *-3)) (VP (TO to) (VP (VB see) (UCP (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (VP (VBG going) (PRT (RP on)))))) (CC and) (NP (NN stuff))) (, ,) (ADVP (RB too))))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"104","104723:98","but, uh, i've heard it on more than one documentary that, uh, they were complaining that whoever *t*-1's sitting up there *-2 making these decisions or whatever institutions *t*-3 raise the money and, uh,","no","yes","no","subject","no","","","","","","money","whatever","","","complaining","","","","","raise","","","","the money","","no","no",NA,"(WDT whatever)","whatever institutions *t*-3 raise the money and, uh","(TOP (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP 've) (VP (VBN heard) (NP (PRP it)) (PP (IN on) (NP (QP (RBR more) (IN than) (CD one)) (NN documentary))) (SBAR (IN that) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ (PRP they)) (VP (VBD were) (VP (VBG complaining) (SBAR (DT that) (S (SBAR-NOM-SBJ (SBAR (WHNP-1 (WP whoever)) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (BES 's) (VP (VBG sitting) (PP-LOC (IN up) (ADVP (RB there))) (S-ADV (NP-SBJ (-NONE- *-2)) (VP (VBG making) (NP (DT these) (NNS decisions)))))))) (CC or) (SBAR (WHNP-3 (WDT whatever) (NNS institutions)) (S (NP-SBJ (-NONE- *T*-3)) (VP-UNF (VP (VBP raise) (NP (DT the) (NN money))) (CC and) (, ,) (INTJ (UH uh)))))))))))))) (, ,) (-DFL- N_S)))","monomorphemic","yes"
"105","105090:37","you need somebody 0 *t*-1 to kind of tell you what * to do *t*-2,","no","no","no","embedded","no","","","","","","","what","","","tell","","","","","do","","","","","what","no","no",NA,"(WP what)","what * to do *t*-2","(TOP (S (NP-SBJ (PRP You)) (VP (VBP need) (NP (NP (NN somebody)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-1)) (VP (TO to) (ADVP (RB kind) (RB of)) (VP (VB tell) (NP (PRP you)) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-2)))))))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"106","106188:23","well, i think 0 sometimes when people get *-1 to be a certain age *t*-2, other people have *-3 to kind of help them make decisions.","no","yes","no","embadjunct","no","","","","","","","when","","","think","","","","","get","be","certain","","a certain age","","no","no",NA,"(WRB when)","when people get *-1 to be a certain age *t*-2","(TOP (S (INTJ (UH well)) (, ,) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (ADVP-TMP (RB sometimes)) (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ-1 (NNS people)) (VP (VBP get) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-PRD (DT a) (JJ certain) (NN age))))) (ADVP-TMP (-NONE- *T*-2))))) (, ,) (NP-SBJ-3 (JJ other) (NNS people)) (VP (VBP have) (S (NP-SBJ (-NONE- *-3)) (VP (TO to) (ADVP (RB kind) (RB of)) (VP (VB help) (S (NP-SBJ (PRP them)) (VP (VB make) (NP (NNS decisions))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"107","107353:16","well, how about when you were in colorado *t*-1?","no","yes","no","adjunct","no","","","","","","","when","","","","","","","","were","","","","","when","no","no",NA,"(WRB when)","when you were in colorado *t*-1","(TOP (FRAG (INTJ (UH Well)) (, ,) (WHADVP (WRB how)) (PP (IN about) (SBAR (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBD were) (PP-LOC-PRD (IN in) (NP (NNP Colorado))) (ADVP-TMP (-NONE- *T*-1)))))) (. ?) (-DFL- E_S)))","monomorphemic",""
"108","107618:12","and is that how your parents feel *t*-1","no","yes","no","embedded","no","","","","","","","how","","","","","","","","feel","","","","","","no","",NA,"(WRB how)","how your parents feel *t*-1","(TOP (SQ (CC and) (VBZ is) (NP-SBJ (DT that)) (SBAR-MNR-PRD (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP$ your) (NNS parents)) (VP (VBP feel) (ADVP-MNR (-NONE- *T*-1))))) (-DFL- E_S)))","monomorphemic","no"
"109","108127:13","and, uh, what's the other one *t*-1 now,","no","yes","no","root","no","yes","","","","one","","what","","","","","","","","'s","other","now","the other one","","","yes","",NA,"(WP what)","and, uh, what's the other one *t*-1 now,","(TOP (SBARQ (CC and) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP what)) (SQ (BES 's) (NP-SBJ (DT the) (JJ other) (NN one)) (NP-PRD (-NONE- *T*-1)) (INTJ (RB now))) (, ,)))","monomorphemic","no"
"110","109291:66","but the trucks that *t*-1 were supposed * to do it, there's been some problems with *t*-4 from what i've read *t*-3 in, you know, the mail that we get *t*-2","no","yes","no","embedded","no","","","","","","","what","","do","","","been","","","'ve","read","know","","the mail that we get *t*-2","what","no","no",NA,"(WP what)","what i've read *t*-3 in, you know, the mail that we get *t*-2","(TOP (S (CC but) (NP-TPC-4 (NP (DT the) (NNS trucks)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD were) (VP (VBN supposed) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)))))))))) (, ,) (NP-SBJ (EX there)) (VP (HVS 's) (VP (VBN been) (NP-PRD (NP (DT some) (NNS problems)) (PP (IN with) (NP (-NONE- *T*-4)))) (PP (IN from) (SBAR (WHNP-3 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP 've) (VP (VBN read) (NP (-NONE- *T*-3)) (PP-LOC (IN in) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (DT the) (NN mail)) (SBAR (WHNP-2 (WDT that)) (S (NP-SBJ (PRP we)) (VP (VBP get) (NP (-NONE- *T*-2)))))))))))))) (-DFL- E_S)))","monomorphemic","no"
"111","109341:44","i, i didn't know ho-, what kind of an idea * to give her *t*-1 for,","no","yes","no","embedded","no","","","yes","","","","what","n't","did","know","","","","","give","","","","","","no","no",NA,"(WDT what)","ho-, what kind of an idea * to give her *t*-1 for","(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBD did) (RB n't) (VP (VB know) (SBAR (EDITED (RM (-DFL- \[)) (WHADJP-UNF (XX ho-)) (, ,) (IP (-DFL- \+))) (WHNP-1 (WHNP (WDT what) (RS (-DFL- \])) (NN kind)) (PP (IN of) (NP (DT an) (NN idea)))) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB give) (NP (PRP$ her)) (NP (-NONE- *T*-1)) (PP-UNF (IN for)))))))) (, ,) (-DFL- N_S)))","complex","no"
"112","110344:17","i don't know how long we're supposed *-1 to carry on a conversation *t*-2, do you?","no","yes","no","embedded","yes","","","yes","","","","how","n't","do","know","","","","","'re","supposed","carry","","a conversation","","no","no",NA,"(WRB how)","how long we're supposed *-1 to carry on a conversation *t*-2","(TOP (SQ (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-2 (WRB how) (JJ long)) (S (NP-SBJ-1 (PRP we)) (VP (VBP 're) (VP (VBN supposed) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB carry) (PP (IN on) (NP (DT a) (NN conversation)))))) (ADVP-TMP (-NONE- *T*-2))))))))) (, ,) (SQ (VBP do) (NP-SBJ (PRP you))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"113","110541:7","and when it's cold *t*-1, i'm wearing sweat pants, and most of, unless i'm going to something special that my daughter's doing *t*-2, or something like that,","no","yes","no","embadjunct","no","","","","","","","when","","","","","","","","'s","cold","","","","","no","",NA,"(WRB when)","when it's cold *t*-1","(TOP (S (CC and) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (JJ cold)) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-SBJ (PRP I)) (VP (VBP 'm) (VP (VBG wearing) (NP (NN sweat) (NNS pants)) (, ,) (SBAR-ADV (EDITED (RM (-DFL- \[)) (CC and) (NP (NP (RBS most)) (PP-UNF (IN of))) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (IN unless) (S (NP-SBJ (PRP I)) (VP (VBP 'm) (VP (VBG going) (PP-DIR (IN to) (NP (NP (NP (NN something)) (ADJP (JJ special)) (SBAR (WHNP-2 (WDT that)) (S (NP-SBJ (PRP$ my) (NN daughter)) (VP (BES 's) (VP (VBG doing) (NP (-NONE- *T*-2))))))) (, ,) (CC or) (NP (NP (NN something)) (PP (IN like) (NP (DT that)))))))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"114","111176:7","and when we get to other parts of the country where the trees are so beautiful *t*-1 *t*-2, we really miss it.","no","yes","no","embadjunct","no","","","","","","","when","","","","","","","","get","other","are","the trees","other parts of the country where the trees are so beautiful *t*-1","","no","no",NA,"(WRB when)","when we get to other parts of the country where the trees are so beautiful *t*-1 *t*-2","(TOP (S (CC and) (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ (PRP we)) (VP (VBP get) (PP-LOC (IN to) (NP (NP (JJ other) (NNS parts)) (PP (IN of) (NP (DT the) (NN country))) (SBAR (WHADVP-1 (WRB where)) (S (NP-SBJ (DT the) (NNS trees)) (VP (VBP are) (ADJP-PRD (RB so) (JJ beautiful)) (ADVP-LOC (-NONE- *T*-1))))))) (ADVP-TMP (-NONE- *T*-2))))) (, ,) (NP-SBJ (PRP we)) (ADVP (RB really)) (VP (VBP miss) (NP (PRP it))) (. .) (-DFL- E_S)))","monomorphemic","no"
"115","112458:46","what we do *t*-3 is we have these cribs in the back room where they sleep *t*-2 that *t*-1 are, um, low to the ground","no","yes","no","adjunct","no","","","","","","","where","","","is","","","","","sleep","","","","","where","no","no",NA,"(WRB where)","where they sleep *t*-2","(TOP (S (SBAR-NOM-SBJ (WHNP-3 (WP What)) (S (NP-SBJ (PRP we)) (VP (VBP do) (NP (-NONE- *T*-3))))) (VP (VBZ is) (S-PRD (NP-SBJ (PRP we)) (VP (VBP have) (NP (NP (DT these) (NNS cribs)) (PP-LOC (IN in) (NP (NP (DT the) (NN back) (NN room)) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ (PRP they)) (VP (VBP sleep) (ADVP-LOC (-NONE- *T*-2))))))) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBP are) (, ,) (INTJ (UH um)) (, ,) (ADJP-PRD (JJ low) (PP (IN to) (NP (DT the) (NN ground))))))))))) (-DFL- E_S)))","monomorphemic","no"
"116","113001:11","that's what i hear *t*-1.","no","yes","no","embedded","no","","","","","","","what","","","'s","","","","","hear","","","","","","no","no",NA,"(WP what)","what i hear *t*-1","(TOP (S (NP-SBJ (DT That)) (VP (BES 's) (SBAR-NOM-PRD (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP hear) (NP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"117","114472:65","what about these telephone callers. sometimes they're door-to-door but usually they're telephone callers who, who *t*-1 want you to basically help them fill out a questionnaire.","no","yes","no","relative","no","","","","","","basically","who","","","","","","","","want","basically","help","","a questionnaire","who","no","no",NA,"(WP who)","who, who *t*-1 want you to basically help them fill out a questionnaire","(TOP (FRAG (WHNP (WP What)) (PP (IN about) (NP (NP (DT these) (NN telephone) (NNS callers)) (PRN (. .) (S (S (ADVP-TMP (RB Sometimes)) (NP-SBJ (PRP they)) (VP (VBP 're) (ADJP-PRD (JJ door-to-door)))) (CC but) (S (ADVP-TMP (RB usually)) (NP-SBJ (PRP they)) (VP (VBP 're) (NP-PRD (NN telephone) (NNS callers)))))) (SBAR (EDITED (RM (-DFL- \[)) (WHNP (WP who)) (, ,) (IP (-DFL- \+))) (WHNP-1 (WP who)) (RS (-DFL- \])) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBP want) (S (NP-SBJ (PRP you)) (VP (TO to) (ADVP (RB basically)) (VP (VB help) (S (NP-SBJ (PRP them)) (VP (VB fill) (PRT (RP out)) (NP (DT a) (NN questionnaire)))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"118","116296:10","is that where b y u is *t*-1?","no","yes","no","embadjunct","no","","","","","","","where","","","","","","","","is","","","","","","no","",NA,"(WRB where)","where b y u is *t*-1","(TOP (SQ (VBZ is) (NP-SBJ (DT that)) (SBAR-LOC-PRD (WHADVP-1 (WRB where)) (S (NP-SBJ (NNP B) (NNP Y) (NNP U)) (VP (VBZ is) (ADVP-LOC-PRD (-NONE- *T*-1))))) (. ?) (-DFL- E_S)))","monomorphemic","yes"
"119","116445:48","and i, i really don't know what, what *t*-1 can be done *-2.","no","","yes","embedded","no","","","yes","","","done","what","n't","do","know","","","can","","be","done","","","","","no","no",NA,"(WP what)","what, what *t*-1 can be done *-2","(TOP (S (CC and) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (ADVP (RB really)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (EDITED (RM (-DFL- \[)) (WHNP (WP what)) (, ,) (IP (-DFL- \+))) (WHNP-1 (WP what)) (RS (-DFL- \])) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (MD can) (VP (VB be) (VP (VBN done) (NP (-NONE- *-2))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"120","117503:10","course, when our big ones were little *t*-1, we lived up north, you know","no","yes","no","embadjunct","no","","","","","ones","","when","","","","","","","","were","little","","","","","no","",NA,"(WRB when)","when our big ones were little *t*-1","(TOP (S (NP-ADV (NN course)) (, ,) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP$ our) (JJ big) (NNS ones)) (VP (VBD were) (ADJP-PRD (JJ little)) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-SBJ (PRP we)) (VP (VBD lived) (PP-LOC (IN up) (ADVP (RB north))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (-DFL- E_S)))","monomorphemic","no"
"121","118986:29","so i've been librarian all this week, which *t*-1 has been real interesting,","no","yes","no","embadjunct","no","","","","","","","which","","","","","","","","has","been","real","","","","no","no",NA,"(WDT which)","which *t*-1 has been real interesting","(TOP (S (RB so) (NP-SBJ (PRP I)) (VP (VBP 've) (VP (VP (VBN been) (NP-PRD (NN librarian)) (NP-TMP (PDT all) (DT this) (NN week))) (, ,) (SBAR (WHNP-1 (WDT which)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ has) (VP (VBN been) (ADJP-PRD (RB real) (JJ interesting)))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"122","118999:23","i do lots of cross stitching when i have time *t*-1","no","yes","no","embadjunct","no","","","","","","","when","","do","do","","","","","have","","","","","","no","no",NA,"(WRB when)","when i have time *t*-1","(TOP (S (NP-SBJ (PRP I)) (VP (VBP do) (NP (NP (NNS lots)) (PP (IN of) (NP (NN cross) (NN stitching)))) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBP have) (NP (NN time)) (ADVP-TMP (-NONE- *T*-1)))))) (-DFL- E_S)))","monomorphemic","no"
