Item_ID	Sentence	ModalPresent	Finite	QuestionType	DegreeQ
147134:86	um, i guess 0 there's been a lot of pressure * to, um, do away with the c f c's in these spray bottles which, *t*-1 has been a real problem.	no	yes	rc	no
147142:26	again i, that's what i hear *t*-1	no	yes	nom	no
147159:118	i think 0 something *ich*-2 too that you probably see *t*-3 in older states, all we, we do it down here once in a while we will have a cold spell is where people will use their fireplaces *t*-1.	no	yes	emb	no
147161:76	i, i, i'm wondering whether it's going *-1 to get to the point where you can't, do that *t*-2.	no	yes	rc	no
147189:36	but i know 0 in colorado i have witnessed that where it just, uh, it just stacks up at the when the rockies starts *t*-1 *t*-2,	no	yes	rc	no
147189:90	but i know 0 in colorado i have witnessed that where it just, uh, it just stacks up at the when the rockies starts *t*-1 *t*-2,	no	yes	rc	no
147191:26	we can drive into, when we've been on vacation or something *t*-1 drive into fort worth or dallas	no	yes	adj	no
147220:74	and i think that, that more and more it *exp*-3's becoming apparent to people that the earth, which *t*-1 includes all the people on it and everything that *t*-2's going on it, is a, is an organism of sorts, and that there is a, a whole set of organic relationships that if we start *-4 to destroy one part of it, *t*-6 it's going *-5 to tell us about it,	no	yes	rc	no
147225:61	and i think 0 it *exp*-5's going *-1 to be real interesting and particularly in light of what *t*-2 is obviously going *-3 to be a big structural change in the economy, uh, in this country, uh, whether people are willing *-4 to get out of their cars,	no	yes	nom	no
147238:27	and i know just like anybody else how much fun it *exp*-2 is *t*-1 * to drive	no	yes	emb	yes
147240:52	and, and i'm, i'm not sure how long it's going *-4 to take *t*-5 or what it's going *-1 to take *t*-6 because they keep *-7 saying that the economy is going *-2 to depend on how many cars and, houses we sell *t*-3.	no	yes		yes
147240:83	and, and i'm, i'm not sure how long it's going *-4 to take *t*-5 or what it's going *-1 to take *t*-6 because they keep *-7 saying that the economy is going *-2 to depend on how many cars and, houses we sell *t*-3.	no	yes		no
147240:156	and, and i'm, i'm not sure how long it's going *-4 to take *t*-5 or what it's going *-1 to take *t*-6 because they keep *-7 saying that the economy is going *-2 to depend on how many cars and, houses we sell *t*-3.	no	yes	emb	yes
147245:21	and it's a shame too when you do see somebody driving a big car, just one person in that *t*-1.	no	yes	adj	no
147250:7	well why don't you start cause it said 0 i was suppose *-1 to ask you what do you,	no	yes	root	no
147250:58	well why don't you start cause it said 0 i was suppose *-1 to ask you what do you,	no	yes	emb	no
147268:28	she lives with my mother and my father who *t*-1 also live here in town	no	yes	rc	no
147303:14	it was getting where she was getting th-, dangerous. i mean letting strangers in and things like this *t*-1,	no	yes	emb	no
147320:28	but then i am also facing my father who *t*-1 is very sick	no	yes	rc	no
147323:17	i don't know how much longer this can last *t*-1	no	yes	emb	yes
147326:16	he doesn't know when *-2 to take his medicine *t*-1	no	yes	emb	no
147333:14	you know, where i can go *-2 see it *t*-1.	no	yes	adj	no
147341:32	and some of them are limited care *ich*-2 too where people can do, uh,	no	yes	emb	no
147345:4	where if you need help you can get it *t*-1,	no	yes	adj	no
147385:5	what she probably would do *t*-1 is * disburse the money to me	no	yes	nom	no
147387:13	so that's what *t*-1 would happen.	no	yes	nom	no
147390:21	i think 0 that's what most people do *t*-1.	no	yes	nom	no
147404:35	and i guess, uh, 0 i don't know how old you are *t*-1.	no	yes	emb	yes
147407:18	and i don't know how our kids are going *-1 to take care of us *t*-2. you know.	no	yes	emb	no
147430:18	and i don't know how he is ever going *-1 to get on his own the way 0 things are *t*-2 *t*-3.	no	yes	emb	no
147535:50	they, they stay at work or go back to work. or whatever.	no	yes		no
147544:22	they're having a fit about how little there are *t*-1.	no	yes		yes
147579:73	i think 0 it *exp*-1's, uh, really neat * to see *ich*-4 and all that educated minority, uh, person who *t*-2 really knows what they're talking about *t*-3.	no	yes	rc	no
147579:87	i think 0 it *exp*-1's, uh, really neat * to see *ich*-4 and all that educated minority, uh, person who *t*-2 really knows what they're talking about *t*-3.	no	yes	rc	no
147597:18	but they wouldn't know what they're doing *t*-1.	no	yes	emb	no
147674:9	oh, what was the lady's name that *t*-1 ran a couple of *t*-2,	no	yes	root	no
147680:13	but you know who i mean *t*-1?	no	yes	emb	no
147683:11	i know who you're talking about *t*-1.	no	yes	emb	no
147698:25	i really was disappointed *ich*-1 this year when i see any of the candidates talking *t*-2 that they're talking about.	no	yes	emb	no
147723:14	you're asking what my opinion about, whether it *exp*-1's possible * to have honesty in government *t*-2.	no	yes	emb	no
147728:54	uh, i think 0 it probably is more likely if you have a small government unit where everybody knows everybody *t*-1.	no	yes	rc	no
147733:48	but, uh, other than that i think 0 maybe it just depends on how you define honesty *t*-1.	no	yes	emb	no
147739:63	it said that it *exp*-2's impossible * to have a completely honest system of government because people who *t*-1 choose government for their positions are power seekers.	no	yes	rc	no
147752:4	how many do you think 0 *t*-1 are in there for pub-, for bu-,	no	yes	root	yes
147760:19	say the more honest ones who *t*-2 are still looking out for themselves, it may be more matter of not what can i steal *t*-1 while in an office but how many friends can i make *t*-3 while, i'm in office.	no	yes	rc	no
147760:69	say the more honest ones who *t*-2 are still looking out for themselves, it may be more matter of not what can i steal *t*-1 while in an office but how many friends can i make *t*-3 while, i'm in office.	yes	yes	root	no
147760:100	say the more honest ones who *t*-2 are still looking out for themselves, it may be more matter of not what can i steal *t*-1 while in an office but how many friends can i make *t*-3 while, i'm in office.	no	yes	root	yes
147767:20	and, you know, how good a name can i make *t*-1 for myself and so forth.	no	yes	root	yes
147794:14	if you knew what you were getting *t*-1 when you voted *t*-2, uh,	no	yes	emb	no
147794:31	if you knew what you were getting *t*-1 when you voted *t*-2, uh,	no	yes	emb	no
147817:18	and i don't know why anybody would want *-1 to get under that scrutiny anymore *t*-2.	no	yes	emb	no
147826:36	and, and we're getting away from what we ought *-2 to be looking at *t*-1.	no	yes	nom	no
147866:25	i mean i don't know how many laws you would have *-1 to have *t*-2.	no	yes	emb	yes
147897:7	but when i think about where i'd want *-1 to go *t*-2 *t*-3, you know, this is still the best	no	yes	adj	no
147897:21	but when i think about where i'd want *-1 to go *t*-2 *t*-3, you know, this is still the best	no	yes	adj	no
147909:14	well, uh, what is your favorite kind of music *t*-1?	no	yes	root	no
147919:5	what type of music do you like *t*-1 in the classical area,	no	yes	root	no
147920:6	or what era do you, era do you like *t*-1 the most?	no	yes	root	no
147939:143	i, i haven't gotten into that too much because, i, uh, if i don't know the story line and, um, i don't speak the language, then i have difficult time, *-1 comprehending what *t*-2's going on.	no	yes	rc	no
147948:31	so you, you figure out what *t*-1's going on after a while,	no	yes	emb	no
147955:4	what is that *t*-1?	no	yes	root	no
147995:16	how, how old are they *t*-1?	no	yes	root	yes
148000:29	so they're doing this in school, or what?	no	yes		no
148021:54	and i have *-1 to listen to it, and and figure out, what i'm listening to *t*-2.	no	yes	emb	no
148036:23	but i think 0 i know what it is *t*-1.	no	yes	emb	no
148052:4	what do you call them *t*-2 the guys that *t*-1 orchestrate the con-, the conductors.	no	yes	root	no
148072:34	or they will kno-, find out when they're performing *t*-1,	no	yes	emb	no
148091:61	i almost, uh, almost, uh, bankrupted myself out of college as a freshman when i got into the columbia record club many years ago *t*-1.	no	yes	emb	no
148112:10	um, what type of magazines do you have *t*-1?	no	yes	root	no
148144:39	but um, i just enjoy *-3 reading about the resorts and where you can go *t*-2 and, and new equipment that *t*-1's come out and so forth.	no	yes	nom	no
148174:24	kind of away from the crowd is why we chose that one *t*-1.	no	yes	emb	no
148200:16	what, what magazines do you have *t*-1 at home?	no	yes	root	no
148212:28	does it have, uh, articles on how * to do things *t*-2 as well as equipment that you can buy *t*-1 and so forth?	no	yes	root	no
148220:92	and then it has all of the patterns and instructions that you would need *t*-1 *-2 to make a wood project, and, and then how * to paint it with the tole paintings *t*-3,	no	yes		no
148235:36	but then eventually there'll be a school project or something where my son will need *-1 to refer back through forty-eight back issues *-3 to find you know, france or something or whatever *ich*-6 it is *t*-2 0 he's looking for *t*-5 *t*-4.	no	yes	rc	no
148235:107	but then eventually there'll be a school project or something where my son will need *-1 to refer back through forty-eight back issues *-3 to find you know, france or something or whatever *ich*-6 it is *t*-2 0 he's looking for *t*-5 *t*-4.	no	yes	nom	no
148278:36	and he takes games magazine game magazine, which *t*-1 has puzzles and things that he likes *-3 to solve *t*-2, you know, crosswords and various logic puzzles and things like that	no	yes	rc	no
148387:49	but i, i like *-1 to listen to, uh, what you might call *t*-2 pop, easy listening country western, jazz uh, classical, um,	no	yes	nom	no
148435:20	so, uh, that's where my two, my two listening enjoyments are *t*-1,	no	yes	adj	no
148456:27	um, i wouldn't have admitted it when i was in high school *t*-1	no	yes	emb	no
148463:35	as far as like the cou-, what they now call *t*-1 country western, it doesn't sound like the old country music at all, does it?	no	yes	nom	no
148501:22	that type of country western is what i, i like *-1 to listen to *t*-2.	no	yes	nom	no
148563:20	and, you know, what *ich*-2 i like *t*-1 the most about him, is, i've gone *-3 to see him in concert, and he always, he looks like he's having fun.	no	yes	nom	no
148590:18	um, in fact, whenever she won her big grammy *t*-1	no	yes	adj	no
148609:36	and, and the one d j said, who the heck is bonnie rait *t*-1	no	yes	emb	no
148610:6	and why does she deserve five grammies *t*-2?	no	yes	root	no
148655:4	where do you work at *t*-1?	no	yes	root	no
148703:13	and that's what i bought it for *t*-1.	no	yes		no
148720:8	now what type of woodworking do you do *t*-1?	no	yes	root	no
148729:12	that's why i brought, bought the sprayer *t*-1 is * to finish my projects.	no	yes		no
148742:10	so, what kind of equipment do you have *t*-1?	no	yes	root	no
148793:49	do you, uh, did you take classes *-2 to learn how * to do that *t*-1?	no	yes	emb	no
148810:76	oh, i would, i really would love *-1 to go *-3 take a class in woodworking and learn how * to *?* *t*-2.	no	yes	emb	no
148861:4	where do you buy your tole painting paints at *t*-1 around here?	no	yes	root	no
148876:11	i know where fifty-six hundred south is *t*-1.	no	yes	emb	no
148885:4	how do you feel about the viet nam war *t*-1?	no	yes	root	no
148898:46	i really appreciated the, the whole, uh, english class where the, uh, the, uh, fellow just wouldn't do it *t*-1, you know,	no	yes	rc	no
148900:4	what are you going *-1 to do *t*-2?	no	yes	root	no
148904:18	you know, * what for him to finish me off.	no	yes		no
148928:36	but neither of them wound up *-1 going over, which, i think 0 they were very happy for *t*-2.	no	yes		no
148945:59	well, um, so well do you, do you feel that it was worth what we did *t*-1 over there?	no	yes	nom	no
148954:24	now. well, mark, um, what was that *t*-1 again?	no	yes	root	no
148966:17	what, what effects *ich*-2 do you think 0 it's had *t*-1 on our country?	no	yes	root	no
149045:4	what do you use yours for *t*-1 mostly?	no	yes	root	no
149052:9	um, what do you find that you use yours mostly for *t*-1?	no	yes	root	no
149079:84	i want, i want *-1 to be able mumblex i just want it more for multi tasking, which i suppose 0 *t*-2 is also like a macintosh.	no	yes	rc	no
149087:50	i used *t*-1 to use a, just an apple two e, which of course *t*-2 is looks pretty primitive now.	no	yes	rc	no
149093:12	that's what i learned a lot of languages on *t*-1, was an apple two e in my high school.	no	yes	nom	no
149109:14	well, see, what do you do *t*-1?	no	yes	root	no
149126:30	well, it was just, uh, 0 when i was high school *t*-1, i worked for the community school,	no	yes	emb	no
149137:5	what i use a computer for *t*-1 is * to write materials that *t*-2 are later printed *-3, though.	no	yes	nom	no
149148:20	uh, * to see how well they retain the vocabulary *t*-1 and things like that.	no	yes	emb	yes
149155:15	you know, when you write a test *t*-1 you have *-2 to look at some data from it and see how the different questions are performing *t*-3 and find out which ones *t*-4 are discriminating well and which ones *t*-5 aren't *?* find out how reliable the test is *t*-6,	no	yes	adj	no
149155:71	you know, when you write a test *t*-1 you have *-2 to look at some data from it and see how the different questions are performing *t*-3 and find out which ones *t*-4 are discriminating well and which ones *t*-5 aren't *?* find out how reliable the test is *t*-6,	no	yes	emb	no
149155:101	you know, when you write a test *t*-1 you have *-2 to look at some data from it and see how the different questions are performing *t*-3 and find out which ones *t*-4 are discriminating well and which ones *t*-5 aren't *?* find out how reliable the test is *t*-6,	no	yes	emb	no
149155:122	you know, when you write a test *t*-1 you have *-2 to look at some data from it and see how the different questions are performing *t*-3 and find out which ones *t*-4 are discriminating well and which ones *t*-5 aren't *?* find out how reliable the test is *t*-6,	no	yes	emb	no
149155:146	you know, when you write a test *t*-1 you have *-2 to look at some data from it and see how the different questions are performing *t*-3 and find out which ones *t*-4 are discriminating well and which ones *t*-5 aren't *?* find out how reliable the test is *t*-6,	no	yes	emb	yes
149167:18	um, so, um, what were you doing *t*-2 when you were using an apple two e *t*-1?	no	yes	root	no
149167:34	um, so, um, what were you doing *t*-2 when you were using an apple two e *t*-1?	no	yes	emb	no
149180:42	it *exp*-2's amazing, you know, how, how like in the general user community the expectations have just grown so much *t*-1.	no	yes		no
149189:80	oh, the old the old apple, uh, the, the original apple had, what, yeah, forty-eight i guess 0 *t*-1, didn't it *?*.	no	yes	root	no
149219:18	i think 0 probably when i get system seven *t*-1 i may have *-2 to do that and, and get another, possibly another hard disk.	no	yes	emb	no
149229:10	um, what type of things do you do *t*-1 as a family *-3 to spend time together.	no	yes	root	no
149242:11	we know how that goes *t*-1.	no	yes	emb	no
149252:35	and we just have a hoot *-1 playing hide and seek when it's dark in our house *t*-2,	no	yes	emb	no
149274:12	oh, now where do they live *t*-1?	no	yes	root	no
149292:9	uh, what are the ages of your kids *t*-1 then?	no	yes	root	no
149302:4	how old are your children *t*-1?	no	yes	root	yes
149322:21	and so they get real frustrated when we try *-1 to do that *t*-2,	no	yes	emb	no
149365:40	and i think 0 those kinds of things are happening a lot where we are *t*-1 right now.	no	yes	emb	no
149369:33	i think 0 it's gone to one extreme where the families were just running all different direction *t*-1	no	yes	rc	no
149383:40	i think 0 a lot of people are panicked *-1, how kids are turning out *t*-4 and how things are going for kids *t*-5 and realizing 0 they've got *-2 to start *-3 doing something.	no	yes	emb	no
149383:62	i think 0 a lot of people are panicked *-1, how kids are turning out *t*-4 and how things are going for kids *t*-5 and realizing 0 they've got *-2 to start *-3 doing something.	no	yes	emb	no
149405:5	when we tell people how many kids we have *t*-1 *t*-2 they look at us like we didn't have good sense.	no	yes	adj	no
149405:20	when we tell people how many kids we have *t*-1 *t*-2 they look at us like we didn't have good sense.	no	yes	emb	yes
149467:6	and what kind do you have *t*-1?	no	yes	root	no
149484:14	oh. uh, how's the disposition of your siamese cat *t*-1?	no	yes	exclam	no
149508:42	and, and you say 0 you've had him how long?	no	yes	emb	yes
149587:67	well, do you live, you, you in a house, or a place where you, uh,	no	yes	exclam	no
149592:22	but we're in a subdivision where we really can't allow the dog *t*-1,	no	yes	rc	no
149623:7	especially when they're young when they bring them in *t*-1 *t*-2	no	yes	adj	no
149623:21	especially when they're young when they bring them in *t*-1 *t*-2	no	yes	emb	no
149727:84	and especially in this election year, i think that, uh, there ought *-1 to be so-, at least some conversation about what we are supposed *-2 to do *t*-3 about this.	no	yes	nom	no
149733:90	it kind of seems to me that everyone's offering, you know, their token little tax cut program, you know, when it's when it's just such a bad time for it *t*-1.	no	yes	emb	no
149740:11	uh especially what, for instance, george bush is offering *t*-1.	no	yes	nom	no
149770:46	uh, i, i haven't really heard much of what the other people, other candidates have said *t*-1 that *t*-2 have made a lot of sense to me either,	no	yes	nom	no
149789:32	i mean that's better than george bush who *t*-1 came out and said, no,	no	yes	rc	no
149794:20	* read my lips, or whatever	no	yes		no
149808:32	well, i'd really like *-1 to know where that money is actually going *-2 to go *t*-3,	no	yes	emb	no
149820:85	but with this peace dividend, it seems like you could set up some kind of like public works projects like they had *?* in the thirties, or whatever.	no	yes	emb	no
149860:4	where do you go *t*-1?	no	yes	root	no
149875:89	and one of the things 0 we discussed *t*-1 was, you know, where our, where the budget situate-, how the budget situation just got so out of hand *t*-2.	no	yes	emb	no
149879:10	and essentially what *t*-1 happened was,	no	yes	nom	no
149885:267	and con-, congress, realizing that they were going *-1 to lose a, the democratic congress realized that they were going *-2 to lose a propaganda war, you know, bye-bye, you know, bye-bye *-4 removing the tax cut further cut the taxes and created, you know, that, that, that, you know, created the huge deficit *ich*-5 that year which *t*-6 moved us into the trillion dollar deficit.	no	yes	emb	no
149894:39	you, you just have *-1 to wonder what they're thinking *t*-2 in washington.	no	yes	emb	no
149911:10	um, what *t*-1 really bothers me is 0 it just seems like if, if anyone were *-2 to say, you know, well i'm going *-3 to raise taxes and cut the budget and we're mumblex, we're going *-4 to have *-5 to do some unpopular things, i mean, he wouldn't have a chance of * getting elected *-6.	no	yes	nom	no
149916:57	i mean, it's kind of like rome and the bread and circuses thing, you know where people just want, want *-1 to have, you know, whatever *t*-2 will make them feel good, right now *t*-3, you know.	no	yes	rc	no
149916:108	i mean, it's kind of like rome and the bread and circuses thing, you know where people just want, want *-1 to have, you know, whatever *t*-2 will make them feel good, right now *t*-3, you know.	no	yes	nom	no
149921:14	and that's what *t*-1 really is getting me about what george bush's stand on the budget is *t*-2 right now is that he is saying, i am going *-3 to give you this ludicrous little tax cut so that you'll be happy come november, and you'll elect me again	no	yes	nom	no
149921:37	and that's what *t*-1 really is getting me about what george bush's stand on the budget is *t*-2 right now is that he is saying, i am going *-3 to give you this ludicrous little tax cut so that you'll be happy come november, and you'll elect me again	no	yes	nom	no
149947:9	mumblex, how do you feel about crime in the city *t*-1?	no	yes	root	no
149966:4	however i think, 0 the area that i live in *t*-1 it's not, uh, the crime level is not as high as it is *?* in other areas of the, of the city.	no	yes		no
149970:37	i think 0 it seems that there's certain areas where, uh, the crime is focused *-1 *t*-2 uh.	no	yes	rc	no
149975:7	well what do you think 0 *t*-1 can be done *-2 about the crime in the city?	no	yes	root	no
149977:39	well, i think 0 it's, what *t*-1's been happening over the last several years it seems 0 they've been beefing up the police patrols, trying *-2 to put, put more guys, more cops, higher visibility,	no	yes	emb	no
149990:87	you know, particularly in some of the housing projects, uh, you know, that's, that tends *-1 to be where a lot of that crime is focused *-2 *t*-3	no	yes	emb	no
150031:92	i came to the conclusion *ich*-1 also that, you know, just, if you are walking in a downtown area, you know, where there's a lot of crime *t*-2, a lot of that's going to * just, just keeping your senses about you and, and trying not * to look like a victim, you know.	no	yes	rc	no
150041:95	and, you know, * * don't, don't be looking around like you've never been there before and you have no idea where you are *t*-1.	no	yes	rc	no
150060:15	there are times when you can't avoid all that *t*-1	no	yes	rc	no
150074:46	but that was in a more of a, a setting where there was a number of people around *t*-1,	no	yes	rc	no
150080:91	and kind of a couple of people, they just took it from me without me knowing really and kind of passed it off, so i didn't know who *t*-1 had it.	no	yes	emb	no
150115:37	oh, where was, where, where was that *t*-1?	no	yes	root	no
150142:24	and when he, when he got it back *t*-1 his, um, dashboard was sitting in the front seat.	no	yes	adj	no
150179:6	so how do you know this much about, um, * stealing cars *t*-1?	no	yes	root	no
150184:9	so. how's your products been *t*-1?	no	yes	root	no
150195:36	unfortunately i bought them all three at the same time, when i bought my new house *t*-1,	no	yes	rc	no
150230:21	and i bought this paint stripper where they advertise that it's nontoxic and such *t*-1,	no	yes	rc	no
150231:7	and when you get the product *t*-1 it ends up *-2 being toxic and all these warnings.	no	yes	adj	no
150278:34	so. it was a call to the local appliance dealer who *t*-1 came out and fixed them all,	no	yes	rc	no
150331:32	after we assemble each part of the inflator or what *t*-1 explodes the bag, we check *-2 to make * sure 0 it's there after we install it,	no	yes	nom	no
150348:19	it *ich*-3's incredible how much testing they have *-1 to do *t*-2.	no	yes		yes
150361:9	and so what do you think, next to salary do you rank *t*-1, is the most important job benefits?	no	yes	root	no
150377:45	and, uh, so it's different than a company where most companies fund almost the entire thing *t*-1,	no	yes	rc	no
150378:4	where the school district does, um, 0 the employee must pick up a greater figure in the way of, uh, costs *t*-1.	no	yes		no
150387:31	or now we're on a managed care thing, which *t*-1 has stressed a lot of people out although it has not disturbed me any.	no	yes		no
150417:18	and i paid ten dollars when i went *-1 to see him *t*-2 that first day,	no	yes	emb	no
150433:4	when i first started *-1 working *t*-2 which,	no	yes	adj	no
150434:16	three years ago is when i first got into full time employment *t*-1	no	yes	emb	no
150447:113	but if you, you know, have a family and, and, um, everybody's gone to different doctors, uh, it *exp*-2 is hard * to give up somebody who you feel 0 *t*-1 knows you and your body and your, just has, you know, all the medical history	no	yes	rc	no
150493:28	they want everybody educated *-1, no matter what it costs *t*-2,	no	yes		no
150497:18	and i don't know who *t*-1 looks forward to it more, the students or the teachers and the staff.	no	yes	emb	no
150504:4	what do you do *t*-1 there?	no	yes	root	no
150508:13	and that's who i work with *t*-1.	no	yes		no
150512:53	um, and we're given *-2, you know, a good bit of flexibility in what we do *t*-1.	no	yes	nom	no
150555:4	how's the weather out there in georgia *t*-1?	no	yes	exclam	no
150650:6	so how is that *t*-1?	no	yes	root	no
150657:10	and from when i've done it *t*-1, it does give you a good, a real good workout.	no	yes		no
150685:61	i wear high tops and then also an an-, a support ankle brace which *t*-1 is very stiff	no	yes	rc	no
150702:13	so that's what he does *t*-1,	no	yes	nom	no
150716:46	and i could play again on it because after a while you just learn how * to rehabilitate yourself to play that way *t*-1.	no	yes	emb	no
150727:37	but, um, so how, how successful is your exercise video *t*-1?	no	yes	root	yes
150729:18	it *exp*-1 is amazing how fast you take off the inches *t*-2	no	yes	emb	yes
150738:24	but, it *exp*-1 is really amazing how fast the inches come off *t*-2,	no	yes	emb	yes
150774:7	so how do you get most of your current event information *t*-1?	no	yes	root	no
150793:17	you keep up on what *t*-1's going on.	no	yes	nom	no
150806:91	and so um, i get most of my information probably through just the news at six o'clock and then, um, * talking with people and just hearing what *t*-1's going on. mumblex.	no	yes	rc	no
150831:34	oh, ch-, see channel, where i am *t*-1 channel eight's, um, like public t v,	no	yes	adj	no
150839:60	but, um, it seems that, um, they kind of get *-1 to throw their opinions into how they, you know, report on the news *t*-2.	no	yes	emb	no
150842:37	and i think 0 even in the elections, they choose who they're going *-2 to follow *t*-1 and who they're not *?* *t*-3,	no	yes	nom	no
150842:66	and i think 0 even in the elections, they choose who they're going *-2 to follow *t*-1 and who they're not *?* *t*-3,	no	yes	nom	no
150852:35	i think 0 you get a very lopsided picture of what *t*-1's going on.	no	yes	nom	no
150856:42	they give each candidate perhaps, you know, ten second blurbs in which * to, you know, to say *t*-1,	no	yes	rc	no
150868:32	but other than that, you really don't know what *t*-1's going on.	no	yes	emb	no
150874:16	and i do study who *t*-1's running in our area,	no	yes	nom	no
150875:16	and i do study what *t*-1's going on in the economy.	no	yes	nom	no
150881:89	and that's, that's real good because it gives like a brief summary of *rnr*-4, or like the updates, like of *rnr*-4 what *t*-1's going on in science without *-5 getting into a lot of detail that *t*-2 would, you know, bog me down that i wouldn't know about *t*-3	no	yes	nom	no
150894:30	of course, during the w-, when we were in war *t*-1, i read up on that just a little in the newspaper *-2 to find out what *t*-3 was going on.	no	yes	adj	no
150894:98	of course, during the w-, when we were in war *t*-1, i read up on that just a little in the newspaper *-2 to find out what *t*-3 was going on.	no	yes	emb	no
150903:65	if they put it out in a video, or on, not a video but a cassette tape or something, where you could just listen to it *t*-1 i would do that while i was doing other things.	no	yes	rc	no
150917:69	well, i, um, they even did a story *ich*-3 on our news here in texas on what people wanted *-1 to see more of *t*-2,	no	yes	nom	no
150923:25	that we want *-2 to hear what *t*-3's going on with the economy, what *t*-4's being done *-1 * to help it, what *t*-5's going on in other countries, what *t*-6's, you know, just more information.	no	yes	emb	no
150923:52	that we want *-2 to hear what *t*-3's going on with the economy, what *t*-4's being done *-1 * to help it, what *t*-5's going on in other countries, what *t*-6's, you know, just more information.	no	yes	emb	no
150923:87	that we want *-2 to hear what *t*-3's going on with the economy, what *t*-4's being done *-1 * to help it, what *t*-5's going on in other countries, what *t*-6's, you know, just more information.	no	yes	emb	no
150923:114	that we want *-2 to hear what *t*-3's going on with the economy, what *t*-4's being done *-1 * to help it, what *t*-5's going on in other countries, what *t*-6's, you know, just more information.	no	yes	emb	no
150931:54	well, i guess 0 we'll get pretty good news coverage in a couple of years when you host the, uh, summer olympics *t*-1.	no	yes	emb	no
150957:108	also big in the news right now is *t*-1 the braves, because they're, uh, they're in, you know, tr-, spring training or whatever	no	yes		no
150979:125	i think that, uh, one, uh, advantage of * having, uh, the unanimous verdict is that in a criminal case you want *-1 to make * sure that you don't, uh, convict someone who, uh, *t*-3 really shouldn't be convicted *-2.	no	yes	rc	no
150984:52	i guess 0 maybe one drawback of it is that if you have one juror who *t*-1 is very unreasonable in some way, that, uh, you, uh, would have a problem, uh, you know, that you wouldn't convict someone who *t*-2 maybe should be convicted *-4.	no	yes	rc	no
150984:147	i guess 0 maybe one drawback of it is that if you have one juror who *t*-1 is very unreasonable in some way, that, uh, you, uh, would have a problem, uh, you know, that you wouldn't convict someone who *t*-2 maybe should be convicted *-4.	no	yes	rc	no
150996:10	uh, what sorts of cases were they *t*-1?	no	yes	root	no
150998:34	they were just, you know, small time cases where, uh, trailers and banks were involved *t*-1, you know.	no	yes	rc	no
151008:21	what, uh, what was the verdict *t*-1?	no	yes	root	no
151036:20	what was, what was the other case *t*-1?	no	yes	root	no
151058:17	but i declined it which i'm able *-1 to do *t*-2 because i'm a student, because it was, uh, a very bad time.	no	yes		no
151069:69	i wouldn't think that it does i mean, from, from my, from what i experienced *t*-1 in them,	no	yes	nom	no
151089:24	someone had *-1 to figure out what *t*-2 was going on?	no	yes	emb	no
151091:14	that's about what it was *t*-1.	no	yes		no
151114:118	and i wonder if, uh, if there's really, um, if the system works adequately in, in *-1 educating the jurors about, uh, whatever, um, you know, issue *t*-2 is under discussion.	no	yes	nom	no
151116:105	i, i don't think that they, they, they educate them enough * to, to really know what *t*-1's going on.	no	yes	emb	no
151122:107	the, the bank was suing them for, uh, because they went *-1 to get the, the trailer that, which *t*-2 was, uh, seemingly their property.	no	yes	rc	no
151141:10	and then when they came *-1 to get it *t*-2, well, it was on the landlord's property	no	yes	adj	no
151155:10	and then when they came back *-1 to get it a couple of days later *t*-2 it had rained and got all in it.	no	yes	adj	no
151173:66	i was in the air force, and served on a court martial, uh, board *ich*-2 a couple of times, which *t*-1 is very similar to a jury.	no	yes	emb	no
151180:21	and i couldn't figure out why i hadn't been called *-1 yet *t*-2	no	yes	emb	no
151208:24	and then, it was always exciting when we got called *-1 *-4 to, to, to go *t*-2, because then we thought 0 we might be able *-3 to do something else besides, uh, * just sit in the jury room.	no	yes	emb	no
151255:49	although in my case i might have been more, uh, sympathetic with the person who *t*-1 got caught *-2,	no	yes	rc	no
151261:64	so, uh, were, were the, uh, sentences that the judge handed *t*-1 out what you thought *t*-2 to be fair,	no	yes	nom	no
151268:27	and there was one guy on the jury who *t*-1 announced to everybody that he didn't need *-2 to deliberate, because he'd already decided that the guy was, uh, not guilty, and he would never vote for guilty.	no	yes	rc	no
151302:10	oh, how many members were *t*-1 on the jury?	no	yes	root	yes
151342:68	and, you know, * being fair to the person, if the government doesn't prove its case, no matter how you feel *t*-1, you have *-2 to go by what *t*-3's offered *-4 as proof,	no	yes		no
151342:103	and, you know, * being fair to the person, if the government doesn't prove its case, no matter how you feel *t*-1, you have *-2 to go by what *t*-3's offered *-4 as proof,	no	yes	nom	no
151400:5	what type of field of work are you in *t*-1?	no	yes	root	no
151419:33	see, i work in the automotive air bag industry, where we make the safety bags for the cars *t*-1,	no	yes	rc	no
151438:44	i think that, uh, you know, under certain circumstances, especially when you're working in, in high risk, uh, uh, industries, where you can really hurt other people *t*-1 *t*-2, that, that you need *-3 to have that kind of stuff.	no	yes	emb	no
151438:98	i think that, uh, you know, under certain circumstances, especially when you're working in, in high risk, uh, uh, industries, where you can really hurt other people *t*-1 *t*-2, that, that you need *-3 to have that kind of stuff.	no	yes	rc	no
151451:11	this is where i start *-1 having my problems with my company *t*-2.	no	yes	nom	no
151469:19	i'm not really sure what the,	no	yes	exclam	no
151490:36	but, uh, when you're not, when you're a private company *t*-1, the rules don't always apply.	no	yes	adj	no
151516:38	i know one employee, 0 i know, 0 when i was working with *t*-1 *t*-2, *t*-1 he had alcohol on his breath,	no	yes	rc	no
